Loading repository data...
Reading installed packages...
S  | Repository                             | Name                                       | Version                                      | Arch
i  | openSUSE-Tumbleweed-Oss                | texlive-fpl-fonts                          | 2023.201.1.003svn54512-52.1                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fragmaster                         | 2023.201.1.6svn26313-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fragmaster-bin                     | 2023.20230311.svn13663-93.1                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | texlive-framed                             | 2023.201.0.0.96svn26789-52.1                 | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-frenchmath                         | 2023.201.2.6svn66470-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-frletter                           | 2023.201.svn15878-52.1                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-frontespizio                       | 2023.201.1.4asvn24054-52.1                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-frpseudocode                       | 2023.201.0.0.3.0svn56088-52.1                | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-functan                            | 2023.201.svn15878-52.1                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-functional                         | 2023.201.2023asvn65485-52.1                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fvextra                            | 2023.201.1.5svn65158-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-galois                             | 2023.201.1.5svn15878-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-garrigues                          | 2023.201.svn15878-52.1                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-garuda-c90                         | 2023.201.svn60832-52.1                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-gastex                             | 2023.201.3.0svn58505-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-gates                              | 2023.201.0.0.2svn29803-52.1                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-gene-logic                         | 2023.201.1.4svn15878-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-genealogytree                      | 2023.201.2.3.0svn66513-52.1                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-gensymb                            | 2023.201.1.0.2svn64740-52.1                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-gentle                             | 2023.201.svn15878-52.1                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-geometry                           | 2023.201.5.9svn61719-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-german                             | 2023.201.2.5esvn42428-52.1                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-germbib                            | 2023.201.svn15878-52.1                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-germkorr                           | 2023.201.1.0svn15878-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-getmap                             | 2023.201.1.11svn50589-52.1                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-getmap-bin                         | 2023.20230311.svn34971-93.1                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | texlive-getoptk                            | 2023.201.1.0svn23567-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-gettitlestring                     | 2023.201.1.6svn53170-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-gfnotation                         | 2023.201.2.9svn37156-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-gfsbaskerville                     | 2023.201.1.0svn19440-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-gfsbaskerville-fonts               | 2023.201.1.0svn19440-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-gfsporson                          | 2023.201.1.01svn18651-52.1                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-gfsporson-fonts                    | 2023.201.1.01svn18651-52.1                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-ghsystem                           | 2023.201.4.8csvn53822-52.1                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-gincltex                           | 2023.201.0.0.3svn64967-52.1                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-git-latexdiff                      | 2023.201.1.6.0svn54732-52.1                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-git-latexdiff-bin                  | 2023.20230311.svn54732-93.1                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | texlive-glosmathtools                      | 2023.201.1.0.0svn55920-53.2                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-gloss-occitan                      | 2023.201.0.0.1svn52593-53.2                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-glossaries                         | 2023.201.4.52svn64919-53.2                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-glossaries-bin                     | 2023.20230311.svn37813-93.1                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | texlive-glossaries-extra                   | 2023.201.1.50svn64973-53.2                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-glyphlist                          | 2023.201.svn54074-53.2                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-gmp                                | 2023.201.1.0svn21691-53.2                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-gnuplottex                         | 2023.201.0.0.9.5svn54758-53.2                | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-gobble                             | 2023.201.0.0.2svn64967-53.2                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-gost                               | 2023.201.1.2lsvn57616-53.2                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-gotoh                              | 2023.201.1.1svn44764-53.2                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-gradientframe                      | 2023.201.0.0.2svn21387-53.2                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-grafcet                            | 2023.201.1.3.5svn22509-53.2                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-graph35                            | 2023.201.0.0.1.3svn65138-53.2                | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-graphbox                           | 2023.201.1.1svn46360-53.2                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-graphics                           | 2023.201.svn66204-53.2                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-graphics-cfg                       | 2023.201.svn41448-53.2                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-graphics-def                       | 2023.201.svn64487-53.2                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-graphics-pln                       | 2023.201.svn65187-53.2                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-graphicxpsd                        | 2023.201.1.2svn57341-53.2                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-graphviz                           | 2023.201.0.0.94svn31517-53.2                 | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-greek-fontenc                      | 2023.201.2.2.1svn66513-53.2                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-greek-inputenc                     | 2023.201.1.8.2svn66296-53.2                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-greekdates                         | 2023.201.1.0svn15878-53.2                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-greektex                           | 2023.201.svn28327-53.2                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-greektonoi                         | 2023.201.svn39419-53.2                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-grfext                             | 2023.201.1.3svn53024-53.2                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-grffile                            | 2023.201.2.1svn52756-53.2                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-grundgesetze                       | 2023.201.1.03svn58997-53.2                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-gsftopk                            | 2023.201.1.19.2svn52851-53.2                 | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-gsftopk-bin                        | 2023.20230311.svn65877-93.1                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | texlive-gtl                                | 2023.201.0.0.5svn49527-53.2                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-gtrlib-largetrees                  | 2023.201.1.2bsvn49062-53.2                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-gu                                 | 2023.201.svn15878-53.2                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-guide-to-latex                     | 2023.201.svn45712-53.2                       | noarch
